0.46541,0.44304,0,0.12258,0.12439,0.15278,0.11765,0.99413,0.87531,0.28,0.63087,0.625
0.49057,0.55696,0,0.16774,0.16039,0.34722,0.23183,0.99314,0.798,0.34,0.65772,0.625
0.49057,0.48101,0.04,0.14839,0.15057,0.20833,0.18685,0.99333,0.81297,0.325,0.65772,0.625
0.7044,0.17722,0.56,0.12258,0.12275,0.23611,0.20761,0.99433,0.78803,0.29,0.65772,0.75
0.46541,0.44304,0,0.12258,0.12439,0.15278,0.11765,0.99413,0.87531,0.28,0.63087,0.625
0.46541,0.41772,0,0.11613,0.12275,0.18056,0.13841,0.99413,0.87531,0.28,0.63087,0.625
0.49686,0.37975,0.06,0.10323,0.11293,0.20833,0.20415,0.99274,0.82294,0.23,0.63087,0.625
0.45912,0.41139,0,0.077419,0.10638,0.20833,0.072664,0.99094,0.84539,0.235,0.67114,0.875
0.49057,0.36709,0.02,0.12903,0.11948,0.125,0.062284,0.99314,0.83791,0.285,0.63758,0.875
0.4717,0.31646,0.36,0.39355,0.1162,0.23611,0.35294,0.99413,0.83541,0.4,0.7047,0.625
0.42138,0.36709,0.08,0.11613,0.15876,0.20833,0.22491,0.99224,0.81796,0.27,0.61745,0.625
0.4717,0.31646,0.36,0.39355,0.1162,0.23611,0.35294,0.99413,0.83541,0.4,0.7047,0.625
0.3522,0.38924,0,0.10323,0.14566,0.22222,0.20415,0.99064,0.89277,0.26,0.66443,0.625
0.49057,0.38608,0.29,0.10323,0.18658,0.125,0.10035,0.99373,0.81297,0.78,0.61074,0.625
0.55975,0.39241,0.18,0.24516,0.28805,0.72222,0.50173,0.99493,0.78803,0.44,0.61745,0.625
0.55975,0.39241,0.19,0.25161,0.27823,0.70833,0.51211,0.99493,0.79052,0.465,0.61745,0.625
0.53459,0.17722,0.56,0.11613,0.15057,0.48611,0.3564,0.99323,0.82294,0.375,0.7047,0.875
0.50943,0.35443,0.28,0.10968,0.60229,0.22222,0.19377,0.99314,0.77556,0.64,0.62416,0.625
0.46541,0.37342,0.08,0.28387,0.14075,0.083333,0.10035,0.99373,0.84289,0.25,0.60403,0.5
0.49686,0.20253,0.51,0.11613,0.5581,0.23611,0.19377,0.99323,0.7581,0.54,0.61745,0.75
0.55975,0.13924,0.48,0.11613,0.12602,0.40278,0.20761,0.99314,0.84539,0.265,0.63087,0.75
0.47799,0.24684,0.31,0.14839,0.13421,0.31944,0.24567,0.99453,0.87781,0.325,0.65101,0.625
0.49686,0.27215,0.21,0.10323,0.17349,0.13889,0.12803,0.99294,0.79052,0.455,0.63758,0.625
0.53459,0.31013,0.11,0.14839,0.13748,0.125,0.23183,0.99314,0.79052,0.265,0.63087,0.625
0.43396,0.25316,0.14,0.15484,0.13912,0.29167,0.13841,0.99314,0.85536,0.315,0.65101,0.75
0.39623,0.24684,0.16,0.090323,0.13093,0.15278,0.079585,0.99184,0.83292,0.28,0.62416,0.625
0.47799,0.25949,0.24,0.11613,0.13093,0.055556,0.038062,0.99254,0.81796,0.295,0.63758,0.625
0.49686,0.27215,0.21,0.10323,0.17349,0.13889,0.12803,0.99294,0.79052,0.455,0.63758,0.625
0.44654,0.44937,0,0.12258,0.13093,0.19444,0.12111,0.99353,0.86534,0.275,0.63087,0.625
0.49057,0.40823,0,0.12903,0.13421,0.11111,0.055363,0.99274,0.84289,0.295,0.65772,0.75
0.42138,0.42722,0.07,0.15484,0.14566,0.23611,0.28374,0.99214,0.83541,0.27,0.67785,0.625
0.43396,0.43354,0,0.16129,0.17185,0.30556,0.12803,0.99294,0.86284,0.285,0.71141,0.75
0.52201,0.41456,0.12,0.14839,0.13584,0.20833,0.391,0.99294,0.79052,0.33,0.65772,0.625
0.43396,0.38291,0.12,0.69032,0.11948,0.55556,0.2872,0.99563,0.86035,0.26,0.63087,0.75
0.32704,0.20253,0.25,0.11613,0.16858,0.18056,0.17301,0.99204,0.84289,0.275,0.61745,0.625
0.49057,0.40823,0,0.35484,0.14075,0.069444,0.062284,0.99493,0.84788,0.275,0.6443,0.75
0.49057,0.37975,0.14,0.15484,0.14075,0.041667,0.051903,0.99383,0.85287,0.3,0.72483,0.75
0.50943,0.24051,0.28,0.13548,0.10802,0.18056,0.10381,0.99314,0.80549,0.365,0.65101,0.875
0.35849,0.71519,0.09,0.096774,0.28151,0.097222,0.065744,0.99035,0.87282,0.24,0.65772,0.5
0.45912,0.28481,0.36,0.38065,0.12111,0.16667,0.30104,0.99413,0.83042,0.415,0.7047,0.625
0.45912,0.28481,0.36,0.38065,0.12111,0.16667,0.30104,0.99413,0.83042,0.415,0.7047,0.625
0.55346,0.38608,0.3,0.18065,0.14403,0.23611,0.15917,0.99393,0.81297,0.255,0.62416,0.5
0.4717,0.31013,0.2,0.16774,0.54337,0.11111,0.048443,0.99314,0.8005,0.45,0.7047,0.75
0.50943,0.41772,0.22,0.14194,0.11293,0.125,0.079585,0.99314,0.82294,0.6,0.69128,0.625
0.42767,0.42405,0.02,0.11613,0.081833,0.069444,0.038062,0.99254,0.86783,0.26,0.63758,0.625
0.28931,0.32911,0.15,0.13548,0.08838,0.11111,0.22491,0.98975,0.97257,0.28,0.87919,0.5
0.48428,0.59177,0.43,0.14194,0.18658,0.30556,0.39446,0.99333,0.81047,0.365,0.61745,0.625
0.54717,0.18354,0.52,0.10323,0.18494,0.16667,0.12803,0.99323,0.81047,0.29,0.63758,0.625
0.40252,0.25316,0.23,0.10323,0.10802,0.069444,0.041522,0.99214,0.83292,0.28,0.61745,0.625
0.3522,0.1962,0.37,0.090323,0.12111,0.16667,0.33218,0.99174,0.82793,0.29,0.61745,0.625
0.55346,0.41772,0.26,0.10968,0.12111,0.055556,0.079585,0.99343,0.78554,0.37,0.61745,0.625
